control_id,matched_interval_id,instrument,start_time,end_time,parent_direction,control_reassertion_atr,duration_mismatch_bars,atr_mismatch,parent_age_mismatch_bars,phase_location_mismatch,match_exact,mismatch_disclosure
CTRL_0264,ADA_2616,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.008736,0,0.11697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0265,ADA_2623,ADAUSDT,2024-07-08 00:00:00,2024-07-08 16:00:00,UP,0.507009,0,0.005836,0,0.115455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0266,ADA_2628,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.002664,0,0.210606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0267,ADA_2643,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.003207,0,0.39697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0268,ADA_2656,ADAUSDT,2024-07-07 20:00:00,2024-07-08 12:00:00,DOWN,1.301569,0,0.006957,0,0.125758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0269,ADA_2660,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.013657,0,0.45697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0270,ADA_2668,ADAUSDT,2023-07-12 00:00:00,2023-07-12 16:00:00,DOWN,1.108434,0,0.00225,0,0.787273,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0271,ADA_2674,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.02235,0,0.360909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0272,ADA_2675,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.001514,0,0.045758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0273,ADA_2676,ADAUSDT,2024-01-10 08:00:00,2024-01-11 00:00:00,UP,0.697819,0,0.015879,0,0.458182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0274,ADA_2682,ADAUSDT,2024-06-24 04:00:00,2024-06-24 20:00:00,UP,1.157025,0,0.001136,0,0.158485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0275,ADA_2694,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.003043,0,0.230606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0276,ADA_2701,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.002114,0,0.723333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0277,ADA_2707,ADAUSDT,2024-07-06 00:00:00,2024-07-06 16:00:00,UP,0.818182,0,0.0082,0,0.144545,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0278,ADA_2718,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.000186,0,0.040606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0279,ADA_2719,ADAUSDT,2024-03-10 12:00:00,2024-03-11 04:00:00,UP,1.245509,0,0.008471,0,0.361818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0280,ADA_2724,ADAUSDT,2024-07-04 16:00:00,2024-07-05 08:00:00,UP,1.057618,0,0.009043,0,0.152121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0281,ADA_2741,ADAUSDT,2023-08-23 20:00:00,2023-08-24 12:00:00,DOWN,1.0,0,0.001679,0,0.731515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0282,ADA_2742,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.002121,0,0.076667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0283,ADA_2744,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.012157,0,0.482424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0284,ADA_2747,ADAUSDT,2024-09-03 04:00:00,2024-09-03 20:00:00,DOWN,0.838951,0,0.000729,0,0.049091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0285,ADA_2751,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.004786,0,0.74,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0286,ADA_2752,ADAUSDT,2024-07-07 20:00:00,2024-07-08 12:00:00,DOWN,1.301569,0,0.001829,0,0.154848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0287,ADA_2756,ADAUSDT,2024-07-20 12:00:00,2024-07-21 04:00:00,DOWN,0.784926,0,0.003236,0,0.13303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0288,ADA_2758,ADAUSDT,2024-05-18 20:00:00,2024-05-19 12:00:00,DOWN,1.032051,0,0.005407,0,0.247576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0289,ADA_2761,ADAUSDT,2024-01-11 20:00:00,2024-01-12 12:00:00,DOWN,0.547195,0,0.0148,0,0.481212,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0290,ADA_2773,ADAUSDT,2024-05-15 00:00:00,2024-05-15 16:00:00,UP,0.803587,0,0.0007,0,0.259091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0291,ADA_2777,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.0004,0,0.252424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0292,ADA_2790,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.012564,0,0.493333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0293,ADA_2800,ADAUSDT,2023-07-12 08:00:00,2023-07-13 00:00:00,DOWN,0.581227,0,0.002686,0,0.826667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0294,ADA_2821,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.024479,0,0.405455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0295,ADA_2841,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.000479,0,0.275152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0296,ADA_2845,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.000143,0,0.213939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0297,ADA_2846,ADAUSDT,2023-07-12 08:00:00,2023-07-13 00:00:00,DOWN,0.581227,0,0.004429,0,0.840606,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0298,ADA_2848,ADAUSDT,2023-09-03 16:00:00,2023-09-04 08:00:00,DOWN,0.674699,0,0.006107,0,0.744242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0299,ADA_2864,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.001886,0,0.278788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0300,ADA_2865,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.000621,0,0.011818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0301,ADA_2874,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.005914,0,0.189697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0302,ADA_2887,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.000779,0,0.252121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0303,ADA_2893,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.0001,0,0.253939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0304,ADA_2896,ADAUSDT,2023-08-21 20:00:00,2023-08-22 12:00:00,DOWN,0.77643,0,0.0031,0,0.782121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0305,ADA_2897,ADAUSDT,2024-08-29 20:00:00,2024-08-30 12:00:00,DOWN,1.135678,0,0.000971,0,0.102424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0306,ADA_2901,ADAUSDT,2023-07-20 12:00:00,2023-07-21 04:00:00,DOWN,0.575342,0,0.000536,0,0.842424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0307,ADA_2911,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.002279,0,0.099091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0308,ADA_2912,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.001479,0,0.293333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0309,ADA_2914,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.004264,0,0.479091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0310,ADA_2916,ADAUSDT,2024-01-10 16:00:00,2024-01-11 08:00:00,UP,0.935796,0,0.018529,0,0.530303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0311,ADA_2930,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.006279,0,0.206667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0312,ADA_2941,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.003514,0,0.790303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0313,ADA_2955,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.003214,0,0.800303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0314,ADA_2962,ADAUSDT,2023-08-21 16:00:00,2023-08-22 08:00:00,DOWN,0.664234,0,0.002429,0,0.802424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0315,ADA_2969,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.01095,0,0.547576,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0316,ADA_2970,ADAUSDT,2024-06-21 20:00:00,2024-06-22 12:00:00,UP,1.110517,0,0.001193,0,0.25,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0317,ADA_2973,ADAUSDT,2024-05-14 20:00:00,2024-05-15 12:00:00,UP,1.825551,0,0.002171,0,0.32,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0318,ADA_2987,ADAUSDT,2024-05-20 00:00:00,2024-05-20 16:00:00,UP,2.546552,0,0.009736,0,0.314848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0319,ADA_2988,ADAUSDT,2024-02-07 12:00:00,2024-02-08 04:00:00,UP,1.641791,0,0.011029,0,0.501515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0320,ADA_2996,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.029857,0,0.124848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0321,ADA_3010,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.031493,0,0.326364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0322,ADA_3015,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,DOWN,0.533471,0,0.029821,0,0.160909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0323,ADA_3016,ADAUSDT,2024-07-09 00:00:00,2024-07-09 16:00:00,UP,0.541301,0,0.019193,0,0.232727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0324,ADA_3020,ADAUSDT,2024-01-10 08:00:00,2024-01-11 00:00:00,UP,0.697819,0,0.011807,0,0.562424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0325,ADA_3022,ADAUSDT,2023-08-21 00:00:00,2023-08-21 16:00:00,UP,0.744186,0,0.036093,0,0.821818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0326,ADA_3026,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.03655,0,0.133939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0327,ADA_3038,ADAUSDT,2024-03-09 16:00:00,2024-03-10 08:00:00,DOWN,0.570513,0,0.031171,0,0.46,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0328,ADA_3040,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.03705,0,0.335455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0329,ADA_3042,ADAUSDT,2024-05-19 08:00:00,2024-05-20 00:00:00,UP,0.507937,0,0.032986,0,0.332727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0330,ADA_3048,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.0074,0,0.474242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0331,ADA_3059,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.020357,0,0.574848,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0332,ADA_3060,ADAUSDT,2024-06-24 08:00:00,2024-06-25 00:00:00,UP,1.138699,0,0.03485,0,0.272727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0333,ADA_3064,ADAUSDT,2024-03-03 12:00:00,2024-03-04 04:00:00,UP,0.905247,0,0.017686,0,0.479091,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0334,ADA_3081,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.05805,0,0.347879,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0335,ADA_3083,ADAUSDT,2024-07-06 20:00:00,2024-07-07 12:00:00,DOWN,0.943056,0,0.055293,0,0.25697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0336,ADA_3100,ADAUSDT,2024-09-03 00:00:00,2024-09-03 16:00:00,UP,0.592662,0,0.034021,0,0.156364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0337,ADA_3101,ADAUSDT,2023-08-22 20:00:00,2023-08-23 12:00:00,UP,0.714514,0,0.037529,0,0.842424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0338,ADA_3107,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.020014,0,0.589394,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0339,ADA_3109,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.037679,0,0.085758,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0340,ADA_3122,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.044729,0,0.852424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0341,ADA_3123,ADAUSDT,2024-05-16 12:00:00,2024-05-17 04:00:00,UP,2.47561,0,0.045836,0,0.362424,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0342,ADA_3126,ADAUSDT,2024-10-13 08:00:00,2024-10-14 00:00:00,UP,1.369973,0,0.060943,0,0.090909,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0343,ADA_3143,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.043921,0,0.304242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0344,ADA_3146,ADAUSDT,2024-06-20 20:00:00,2024-06-21 12:00:00,DOWN,0.549738,0,0.0406,0,0.305152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0345,ADA_3162,ADAUSDT,2024-06-23 12:00:00,2024-06-24 04:00:00,DOWN,1.018182,0,0.023421,0,0.305152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0346,ADA_3164,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.027821,0,0.865152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0347,ADA_3167,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.033214,0,0.28697,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0348,ADA_3171,ADAUSDT,2024-08-18 04:00:00,2024-08-18 20:00:00,DOWN,1.181818,0,0.054229,0,0.206667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0349,ADA_3180,ADAUSDT,2024-01-10 00:00:00,2024-01-10 16:00:00,UP,0.657301,0,0.04685,0,0.611515,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0350,ADA_3194,ADAUSDT,2024-08-17 08:00:00,2024-08-18 00:00:00,DOWN,0.533471,0,0.029164,0,0.215152,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0351,ADA_3195,ADAUSDT,2024-01-11 20:00:00,2024-01-12 12:00:00,DOWN,0.547195,0,0.008036,0,0.612727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0352,ADA_3204,ADAUSDT,2024-07-04 00:00:00,2024-07-04 16:00:00,DOWN,0.797351,0,0.021257,0,0.298788,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0353,ADA_3206,ADAUSDT,2024-05-18 20:00:00,2024-05-19 12:00:00,DOWN,1.032051,0,0.027757,0,0.383333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0354,ADA_3208,ADAUSDT,2024-02-07 08:00:00,2024-02-08 00:00:00,UP,0.973725,0,0.027193,0,0.568485,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0355,ADA_3215,ADAUSDT,2023-08-24 20:00:00,2023-08-25 12:00:00,DOWN,0.532488,0,0.0339,0,0.873333,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0356,ADA_3221,ADAUSDT,2024-07-07 04:00:00,2024-07-07 20:00:00,DOWN,1.069919,0,0.0295,0,0.298182,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0357,ADA_3225,ADAUSDT,2024-06-23 12:00:00,2024-06-24 04:00:00,DOWN,1.018182,0,0.0354,0,0.324242,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0358,ADA_3226,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.040464,0,0.883939,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0359,ADA_3230,ADAUSDT,2024-07-04 08:00:00,2024-07-05 00:00:00,DOWN,2.698541,0,0.03905,0,0.306061,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0360,ADA_3247,ADAUSDT,2023-07-12 08:00:00,2023-07-13 00:00:00,DOWN,0.581227,0,0.035514,0,0.962121,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0361,ADA_3249,ADAUSDT,2024-01-08 08:00:00,2024-01-09 00:00:00,DOWN,0.764307,0,0.020014,0,0.635455,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0362,ADA_3251,ADAUSDT,2024-01-10 16:00:00,2024-01-11 08:00:00,UP,0.935796,0,0.013143,0,0.631818,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0363,ADA_3255,ADAUSDT,2024-07-04 16:00:00,2024-07-05 08:00:00,UP,1.057618,0,0.02155,0,0.31303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0364,ADA_3273,ADAUSDT,2024-07-07 20:00:00,2024-07-08 12:00:00,DOWN,1.301569,0,0.012564,0,0.312727,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0365,ADA_3275,ADAUSDT,2024-05-17 12:00:00,2024-05-18 04:00:00,DOWN,0.62167,0,0.017586,0,0.406667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0366,ADA_3286,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.013479,0,0.37303,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0367,ADA_3291,ADAUSDT,2023-08-20 20:00:00,2023-08-21 12:00:00,DOWN,1.426598,0,0.017914,0,0.903636,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0368,ADA_3294,ADAUSDT,2024-03-04 20:00:00,2024-03-05 12:00:00,DOWN,0.496148,0,0.003229,0,0.546364,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
CTRL_0369,ADA_3298,ADAUSDT,2024-06-06 20:00:00,2024-06-07 12:00:00,DOWN,0.721212,0,0.020429,0,0.376667,0,duration/direction/age exact; ATR and phase location nearest feasible deterministic candidate
